5001 22
 0 0.0221219 0.0215689 0.0210158 0.0204628 0.0199097 0.0193567 0.0188036 0.0182506 0.0176975 0.0171445 0.0165914 0.0160384 0.0154853 0.0149323 0.0143792 0.0138262 0.0132731 0.0127201 0.012167 0.011614 0.0110609
 1 0.0189655 0.0184914 0.0180173 0.0175431 0.017069 0.0165949 0.0161207 0.0156466 0.0151724 0.0146983 0.0142242 0.01375 0.0132759 0.0128017 0.0123276 0.0118535 0.0113793 0.0109052 0.0104311 0.00995691 0.00948277
 2 0.0185692 0.018105 0.0176408 0.0171766 0.0167123 0.0162481 0.0157839 0.0153196 0.0148554 0.0143912 0.0139269 0.0134627 0.0129985 0.0125342 0.01207 0.0116058 0.0111415 0.0106773 0.0102131 0.00974886 0.00928462
 3 0.0181923 0.0177375 0.0172827 0.0168279 0.0163731 0.0159183 0.0154634 0.0150086 0.0145538 0.014099 0.0136442 0.0131894 0.0127346 0.0122798 0.011825 0.0113702 0.0109154 0.0104606 0.0100058 0.00955095 0.00909615
 4 0.0178314 0.0173856 0.0169398 0.0164941 0.0160483 0.0156025 0.0151567 0.0147109 0.0142651 0.0138193 0.0133736 0.0129278 0.012482 0.0120362 0.0115904 0.0111446 0.0106989 0.0102531 0.00980728 0.0093615 0.00891571
 5 0.0174862 0.017049 0.0166119 0.0161747 0.0157376 0.0153004 0.0148633 0.0144261 0.013989 0.0135518 0.0131146 0.0126775 0.0122403 0.0118032 0.011366 0.0109289 0.0104917 0.0100546 0.00961741 0.00918025 0.0087431
 6 0.0171562 0.0167273 0.0162984 0.0158695 0.0154406 0.0150117 0.0145827 0.0141538 0.0137249 0.013296 0.0128671 0.0124382 0.0120093 0.0115804 0.0111515 0.0107226 0.0102937 0.0098648 0.0094359 0.00900699 0.00857809
 7 0.0168409 0.0164199 0.0159989 0.0155778 0.0151568 0.0147358 0.0143148 0.0138938 0.0134727 0.0130517 0.0126307 0.0122097 0.0117886 0.0113676 0.0109466 0.0105256 0.0101045 0.00968353 0.0092625 0.00884148 0.00842046
 8 0.01654 0.0161265 0.015713 0.0152995 0.014886 0.0144725 0.014059 0.0136455 0.013232 0.0128185 0.012405 0.0119915 0.011578 0.0111645 0.010751 0.0103375 0.00992398 0.00951048 0.00909698 0.00868348 0.00826998
 9 0.0162529 0.0158466 0.0154402 0.0150339 0.0146276 0.0142213 0.0138149 0.0134086 0.0130023 0.012596 0.0121897 0.0117833 0.011377 0.0109707 0.0105644 0.0101581 0.00975173 0.00934541 0.00893909 0.00853276 0.00812644
 10 0.0159792 0.0155797 0.0151803 0.0147808 0.0143813 0.0139818 0.0135823 0.0131829 0.0127834 0.0123839 0.0119844 0.0115849 0.0111855 0.010786 0.0103865 0.00998701 0.00958753 0.00918805 0.00878857 0.00838909 0.00798961
 11 0.0157185 0.0153256 0.0149326 0.0145397 0.0141467 0.0137537 0.0133608 0.0129678 0.0125748 0.0121819 0.0117889 0.0113959 0.011003 0.01061 0.0102171 0.00982409 0.00943113 0.00903816 0.0086452 0.00825224 0.00785927
 12 0.0154704 0.0150836 0.0146969 0.0143101 0.0139234 0.0135366 0.0131498 0.0127631 0.0123763 0.0119896 0.0116028 0.011216 0.0108293 0.0104425 0.0100558 0.00966901 0.00928225 0.00889549 0.00850873 0.00812197 0.00773521
 13 0.0152344 0.0148535 0.0144727 0.0140918 0.013711 0.0133301 0.0129492 0.0125684 0.0121875 0.0118067 0.0114258 0.0110449 0.0106641 0.0102832 0.00990236 0.0095215 0.00914064 0.00875978 0.00837892 0.00799806 0.0076172
 14 0.0150101 0.0146348 0.0142596 0.0138843 0.0135091 0.0131338 0.0127586 0.0123833 0.0120081 0.0116328 0.0112575 0.0108823 0.010507 0.0101318 0.00975654 0.00938129 0.00900604 0.00863079 0.00825554 0.00788028 0.00750503
 15 0.014797 0.0144271 0.0140572 0.0136872 0.0133173 0.0129474 0.0125775 0.0122075 0.0118376 0.0114677 0.0110978 0.0107278 0.0103579 0.00998798 0.00961806 0.00924813 0.00887821 0.00850828 0.00813836 0.00776843 0.00739851
 16 0.0145948 0.0142299 0.0138651 0.0135002 0.0131353 0.0127705 0.0124056 0.0120407 0.0116759 0.011311 0.0109461 0.0105812 0.0102164 0.0098515 0.00948663 0.00912176 0.00875689 0.00839202 0.00802715 0.00766228 0.00729741
 17 0.0144031 0.014043 0.0136829 0.0133229 0.0129628 0.0126027 0.0122426 0.0118825 0.0115225 0.0111624 0.0108023 0.0104422 0.0100822 0.00972209 0.00936201 0.00900193 0.00864185 0.00828178 0.0079217 0.00756162 0.00720155
 18 0.0142214 0.0138659 0.0135104 0.0131548 0.0127993 0.0124437 0.0120882 0.0117327 0.0113771 0.0110216 0.0106661 0.0103105 0.009955 0.00959946 0.00924393 0.00888839 0.00853286 0.00817732 0.00782179 0.00746625 0.00711071
 19 0.0140494 0.0136982 0.013347 0.0129957 0.0126445 0.0122933 0.011942 0.0115908 0.0112396 0.0108883 0.0105371 0.0101859 0.00983462 0.00948338 0.00913214 0.00878091 0.00842967 0.00807843 0.0077272 0.00737596 0.00702473
 20 0.0138868 0.0135396 0.0131924 0.0128453 0.0124981 0.0121509 0.0118038 0.0114566 0.0111094 0.0107623 0.0104151 0.0100679 0.00972075 0.00937358 0.00902641 0.00867924 0.00833207 0.0079849 0.00763773 0.00729056 0.00694339
 21 0.0137331 0.0133897 0.0130464 0.0127031 0.0123598 0.0120164 0.0116731 0.0113298 0.0109864 0.0106431 0.0102998 0.00995647 0.00961314 0.00926981 0.00892649 0.00858316 0.00823983 0.00789651 0.00755318 0.00720986 0.00686653
