5001 18
 0 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657 0.00663657
 1 0.0132666 0.0123195 0.0113723 0.0104252 0.00947812 0.00853101 0.00758389 0.00663678 0.00568966 0.00474255 0.00379544 0.00284832 0.00190121 0.000954094 6.98023e-06 -0.000940134 -0.00188725
 2 0.0204779 0.0170793 0.0144864 0.0124242 0.0106916 0.00916832 0.00782155 0.00663682 0.00557078 0.00457534 0.00360777 0.00263864 0.00167422 0.00076488 2.42114e-07 -0.000503877 -0.000654445
 3 0.0270247 0.0214978 0.0174195 0.014324 0.0118501 0.00977737 0.00804816 0.00663685 0.00545769 0.00441351 0.00341885 0.00242093 0.00144338 0.000589703 1.50856e-07 -0.000233858 -0.000181121
 4 0.0329527 0.0255926 0.0201801 0.0161294 0.0129568 0.0103601 0.00826478 0.00663688 0.00534943 0.00425592 0.00322976 0.00220238 0.00122338 0.000441525 9.16619e-08 -0.000101489 -4.5959e-05
 5 0.0383147 0.0293845 0.0227768 0.0178444 0.0140137 0.0109176 0.00847178 0.00663692 0.00524586 0.00410308 0.00304345 0.00199019 0.00102395 0.000324029 5.41757e-08 -4.26115e-05 -1.16594e-05
 6 0.0431592 0.0328931 0.0252179 0.0194726 0.0150225 0.0114507 0.00866953 0.00663695 0.00514685 0.00395537 0.00286211 0.00178909 0.000849118 0.000234609 3.1533e-08 -1.78778e-05 -3.55916e-06
 7 0.0475306 0.0361368 0.0275112 0.0210178 0.0159851 0.0119602 0.00885836 0.00663698 0.00505227 0.0038131 0.00268739 0.00160189 0.000699475 0.000168475 1.8297e-08 -7.89626e-06 -1.78611e-06
 8 0.0514693 0.0391327 0.0296642 0.0224833 0.0169032 0.012447 0.00903862 0.006637 0.00496199 0.00367646 0.00252046 0.00143009 0.000573702 0.000120592 1.07489e-08 -4.00859e-06 -1.46871e-06
 9 0.0550125 0.0418969 0.0316841 0.0238726 0.0177784 0.0129119 0.00921063 0.00663703 0.00487587 0.0035456 0.00236211 0.00127421 0.000469496 8.65e-05 6.53263e-09 -2.56088e-06 -1.47019e-06
